word,pronunciation,meaning,word_type,example,topic
Nhanh chóng; mạnh,,,,,Viết học thuật: Biểu đồ đường
Nhanh chóng,,,,,Viết học thuật: Biểu đồ đường
Đang giảm,,,,,Viết học thuật: Biểu đồ đường
Đang giảm,,,,,Viết học thuật: Biểu đồ đường
Đang giảm,,,,,Viết học thuật: Biểu đồ đường
Đang suy giảm,,,,,Viết học thuật: Biểu đồ đường
Nhanh chóng; dốc,,,,,Viết học thuật: Biểu đồ đường
Nhẹ; hơi,,,,,Viết học thuật: Biểu đồ đường
Đáng kể,,,,,Viết học thuật: Biểu đồ đường
Đáng kể; quan trọng,,,,,Viết học thuật: Biểu đồ đường
noun,,,,,Viết học thuật: Biểu đồ đường
= construct ; erect : xây dựng,,,,,Viết học thuật: Mô tả Bản đồ
= build : xây dựng,,,,,Viết học thuật: Mô tả Bản đồ
Dựng lên,,,,,Viết học thuật: Mô tả Bản đồ
Phá hủy,,,,,Viết học thuật: Mô tả Bản đồ
Phá hủy,,,,,Viết học thuật: Mô tả Bản đồ
San phẳng,,,,,Viết học thuật: Mô tả Bản đồ
Phía Bắc,,,,,Viết học thuật: Mô tả Bản đồ
Thuộc phía Bắc,,,,,Viết học thuật: Mô tả Bản đồ
Phía Nam,,,,,Viết học thuật: Mô tả Bản đồ
Thuộc phía Nam,,,,,Viết học thuật: Mô tả Bản đồ
Phía Đông,,,,,Viết học thuật: Mô tả Bản đồ
Thuộc phía Đông,,,,,Viết học thuật: Mô tả Bản đồ
Phía Tây,,,,,Viết học thuật: Mô tả Bản đồ
Thuộc phía Tây,,,,,Viết học thuật: Mô tả Bản đồ
Phía Đông Bắc,,,,,Viết học thuật: Mô tả Bản đồ
Thuộc Đông Bắc,,,,,Viết học thuật: Mô tả Bản đồ
Phía Đông Nam,,,,,Viết học thuật: Mô tả Bản đồ
Thuộc Đông Nam,,,,,Viết học thuật: Mô tả Bản đồ
Phía Tây Bắc,,,,,Viết học thuật: Mô tả Bản đồ
Thuộc Tây Bắc,,,,,Viết học thuật: Mô tả Bản đồ
Phía Tây Nam,,,,,Viết học thuật: Mô tả Bản đồ
Thuộc Tây Nam,,,,,Viết học thuật: Mô tả Bản đồ
Vuông góc với,,,,,Viết học thuật: Mô tả Bản đồ
Theo chiều kim đồng hồ,,,,,Viết học thuật: Mô tả Bản đồ
Dọc theo,,,,,Viết học thuật: Mô tả Bản đồ
Băng qua,,,,,Viết học thuật: Mô tả Bản đồ
Liền kề; sát cạnh,,,,,Viết học thuật: Mô tả Bản đồ
Mở rộng; kéo dài,,,,,Viết học thuật: Mô tả Bản đồ
Mở rộng,,,,,Viết học thuật: Mô tả Bản đồ
Bắc qua; trải dài,,,,,Viết học thuật: Mô tả Bản đồ
Loại bỏ,,,,,Viết học thuật: Mô tả Bản đồ
Chiều dài,,,,,Viết học thuật: Mô tả Bản đồ
Chiều rộng,,,,,Viết học thuật: Mô tả Bản đồ
Chiều sâu,,,,,Viết học thuật: Mô tả Bản đồ
Chiều cao,,,,,Viết học thuật: Mô tả Bản đồ
Dài,,,,,Viết học thuật: Mô tả Bản đồ
Rộng,,,,,Viết học thuật: Mô tả Bản đồ
Sâu,,,,,Viết học thuật: Mô tả Bản đồ
Cao,,,,,Viết học thuật: Mô tả Bản đồ
Thành phố,,,,,Viết học thuật: Mô tả Bản đồ
Thị trấn,,,,,Viết học thuật: Mô tả Bản đồ
Trung tâm thành phố,,,,,Viết học thuật: Mô tả Bản đồ
Ngoại ô,,,,,Viết học thuật: Mô tả Bản đồ
Vịnh,,,,,Viết học thuật: Mô tả Bản đồ
Quần đảo,,,,,Viết học thuật: Mô tả Bản đồ
Hẻm núi,,,,,Viết học thuật: Mô tả Bản đồ
Thung lũng,,,,,Viết học thuật: Mô tả Bản đồ
Đỉnh núi,,,,,Viết học thuật: Mô tả Bản đồ
Con đường,,,,,Viết học thuật: Mô tả Bản đồ
Cây cầu,,,,,Viết học thuật: Mô tả Bản đồ
Đường hầm,,,,,Viết học thuật: Mô tả Bản đồ
Đường sắt,,,,,Viết học thuật: Mô tả Bản đồ
Hơn nữa,,,,,Viết học thuật: Từ nối
Thêm vào đó,,,,,Viết học thuật: Từ nối
Thêm vào,,,,,Viết học thuật: Từ nối
/ˌnɒt ˈəʊnli bʌt ˈɔːlsəʊ/,,,,,Viết học thuật: Từ nối
Cũng,,,,,Viết học thuật: Từ nối
Hơn nữa,,,,,Viết học thuật: Từ nối
Và,,,,,Viết học thuật: Từ nối
Cũng như,,,,,Viết học thuật: Từ nối
Đầu tiên,,,,,Viết học thuật: Từ nối
Thứ hai,,,,,Viết học thuật: Từ nối
Thứ ba,,,,,Viết học thuật: Từ nối
Ví dụ như,,,,,Viết học thuật: Từ nối
Ví dụ,,,,,Viết học thuật: Từ nối
Cụ thể,,,,,Viết học thuật: Từ nối
Kết quả là,,,,,Viết học thuật: Từ nối
Do đó,,,,,Viết học thuật: Từ nối
Như vậy,,,,,Viết học thuật: Từ nối
Do đó,,,,,Viết học thuật: Từ nối
Do,,,,,Viết học thuật: Từ nối
Bởi vì,,,,,Viết học thuật: Từ nối
Tuy nhiên,,,,,Viết học thuật: Từ nối
Tuy nhiên,,,,,Viết học thuật: Từ nối
Mặt khác,,,,,Viết học thuật: Từ nối
Tóm lại,,,,,Viết học thuật: Từ nối
Kết luận,,,,,Viết học thuật: Từ nối
Màu sắc,,,,,Từ vựng cơ bản: Màu sắc
Đỏ,,,,,Từ vựng cơ bản: Màu sắc
Xanh nước biển,,,,,Từ vựng cơ bản: Màu sắc
Xanh lá cây,,,,,Từ vựng cơ bản: Màu sắc
Vàng,,,,,Từ vựng cơ bản: Màu sắc
Cam,,,,,Từ vựng cơ bản: Màu sắc
Hồng,,,,,Từ vựng cơ bản: Màu sắc
Tím,,,,,Từ vựng cơ bản: Màu sắc
Nâu,,,,,Từ vựng cơ bản: Màu sắc
Đen,,,,,Từ vựng cơ bản: Màu sắc
Trắng,,,,,Từ vựng cơ bản: Màu sắc
thành viên gia đình,,,,,Từ vựng cơ bản: Gia đình
họ hàng thân thiết,,,,,Từ vựng cơ bản: Gia đình
gia đình ruột thịt,,,,,Từ vựng cơ bản: Gia đình
gia đình nhiều thế hệ/họ hàng xa,,,,,Từ vựng cơ bản: Gia đình
bố mẹ,,,,,Từ vựng cơ bản: Gia đình
mẹ,,,,,Từ vựng cơ bản: Gia đình
bố,,,,,Từ vựng cơ bản: Gia đình
anh chị em ruột,,,,,Từ vựng cơ bản: Gia đình
"anh trai, em trai",,,,,Từ vựng cơ bản: Gia đình
"chị gái, em gái",,,,,Từ vựng cơ bản: Gia đình
đứa trẻ,,,,,Từ vựng cơ bản: Gia đình
con trai,,,,,Từ vựng cơ bản: Gia đình
con gái,,,,,Từ vựng cơ bản: Gia đình
ông bà,,,,,Từ vựng cơ bản: Gia đình
"vợ, chồng",,,,,Từ vựng cơ bản: Gia đình
rượu,,,,,Từ vựng cơ bản: Đồ ăn
khoai tây nướng,,,,,Từ vựng cơ bản: Đồ ăn
thịt ba chỉ xông khói,,,,,Từ vựng cơ bản: Đồ ăn
bánh mì,,,,,Từ vựng cơ bản: Đồ ăn
bia,,,,,Từ vựng cơ bản: Đồ ăn
đậu,,,,,Từ vựng cơ bản: Đồ ăn
bánh quy,,,,,Từ vựng cơ bản: Đồ ăn
bánh sừng bò,,,,,Từ vựng cơ bản: Đồ ăn
"pho mát, phô mai",,,,,Từ vựng cơ bản: Đồ ăn
gà viên chiên,,,,,Từ vựng cơ bản: Đồ ăn
ức gà,,,,,Từ vựng cơ bản: Đồ ăn
cua,,,,,Từ vựng cơ bản: Đồ ăn
Coca-cola,,,,,Từ vựng cơ bản: Đồ ăn
tương ớt,,,,,Từ vựng cơ bản: Đồ ăn
bánh kếp,,,,,Từ vựng cơ bản: Đồ ăn
nước ép trái cây,,,,,Từ vựng cơ bản: Đồ ăn
gà rán,,,,,Từ vựng cơ bản: Đồ ăn
xúc xích,,,,,Từ vựng cơ bản: Đồ ăn
sữa,,,,,Từ vựng cơ bản: Đồ ăn
"mì sợi (bún, bánh phở, ...)",,,,,Từ vựng cơ bản: Đồ ăn
Nền kinh tế,,,,,Từ vựng nâng cao: Kinh tế
Lạm phát,,,,,Từ vựng nâng cao: Kinh tế
Thất nghiệp,,,,,Từ vựng nâng cao: Kinh tế
Thị trường,,,,,Từ vựng nâng cao: Kinh tế
Đầu tư,,,,,Từ vựng nâng cao: Kinh tế
Doanh thu,,,,,Từ vựng nâng cao: Kinh tế
Thâm hụt,,,,,Từ vựng nâng cao: Kinh tế
Xuất khẩu,,,,,Từ vựng nâng cao: Kinh tế
Tổng sản phẩm quốc nội,,,,,Từ vựng nâng cao: Kinh tế
Tiền tệ,,,,,Từ vựng nâng cao: Kinh tế
Đầu tư,,,,,Từ vựng nâng cao: Kinh tế
"Tiết kiệm, kinh tế hóa",,,,,Từ vựng nâng cao: Kinh tế
Đàm phán,,,,,Từ vựng nâng cao: Kinh tế
"Thương mại, buôn bán",,,,,Từ vựng nâng cao: Kinh tế
Mở rộng,,,,,Từ vựng nâng cao: Kinh tế
Thuộc về kinh tế,,,,,Từ vựng nâng cao: Kinh tế
Thuộc về tài chính,,,,,Từ vựng nâng cao: Kinh tế
Có lợi nhuận,,,,,Từ vựng nâng cao: Kinh tế
Có tính cạnh tranh,,,,,Từ vựng nâng cao: Kinh tế
Tăng trưởng kinh tế,,,,,Từ vựng nâng cao: Kinh tế
Cung và cầu,,,,,Từ vựng nâng cao: Kinh tế
Thị trường tự do,,,,,Từ vựng nâng cao: Kinh tế
Chi phí sinh hoạt,,,,,Từ vựng nâng cao: Kinh tế
Mức sống,,,,,Từ vựng nâng cao: Kinh tế
Nhân khẩu học; liên quan đến cấu trúc dân số (population characteristics),,,,,Từ vựng nâng cao: Xã hội
"Bất bình đẳng; tình trạng không bình đẳng hoặc công bằng (disparity, imbalance)",,,,,Từ vựng nâng cao: Xã hội
"Sự gắn kết; trạng thái kết nối hoặc thống nhất (unity, solidarity)",,,,,Từ vựng nâng cao: Xã hội
"Sự thiệt thòi; quá trình đẩy một nhóm người ra ngoài lề xã hội (exclusion, alienation)",,,,,Từ vựng nâng cao: Xã hội
"Cơ sở hạ tầng; các hệ thống cơ bản và dịch vụ cần thiết cho hoạt động của một xã hội hoặc tổ chức (facilities, groundwork)",,,,,Từ vựng nâng cao: Xã hội
Sự đô thị hóa; quá trình chuyển từ nông thôn sang đô thị (city growth),,,,,Từ vựng nâng cao: Xã hội
"Đa văn hóa; bao gồm nhiều nền văn hóa khác nhau (diverse, cosmopolitan)",,,,,Từ vựng nâng cao: Xã hội
Sự di chuyển xã hội; khả năng chuyển đổi vị trí xã hội từ tầng lớp này sang tầng lớp khác (upward mobility),,,,,Từ vựng nâng cao: Xã hội
"Sự xa lánh; cảm giác bị tách biệt hoặc không thuộc về một nhóm hoặc xã hội (isolation, estrangement)",,,,,Từ vựng nâng cao: Xã hội
"Sự đồng hóa; quá trình mà một người hoặc nhóm người hấp thụ văn hóa và thói quen của một nhóm khác (integration, absorption)",,,,,Từ vựng nâng cao: Xã hội
Đại dịch; sự bùng phát của một bệnh truyền nhiễm trên phạm vi toàn cầu. (synonym: global epidemic),,,,,Từ vựng nâng cao: Sức khỏe
"Sự tiêm chủng; quá trình bảo vệ cơ thể chống lại bệnh tật thông qua việc tiêm vaccine. (synonyms: vaccination, inoculation)",,,,,Từ vựng nâng cao: Sức khỏe
Béo phì; tình trạng cơ thể có quá nhiều mỡ. (synonym: overweight (as an adjective)),,,,,Từ vựng nâng cao: Sức khỏe
"Ít vận động; thường ngồi hoặc ít hoạt động thể chất. (synonyms: inactive, stationary)",,,,,Từ vựng nâng cao: Sức khỏe
"Dinh dưỡng; quá trình cung cấp hoặc nhận các chất cần thiết cho sức khỏe. (synonyms: nourishment, sustenance)",,,,,Từ vựng nâng cao: Sức khỏe
"Mãn tính; kéo dài hoặc tái diễn trong thời gian dài. (synonyms: persistent, long-term)",,,,,Từ vựng nâng cao: Sức khỏe
"Phòng ngừa; được thiết kế để ngăn chặn bệnh tật trước khi nó xảy ra. (synonyms: prophylactic, precautionary)",,,,,Từ vựng nâng cao: Sức khỏe
"Sự chẩn đoán; việc xác định bản chất của bệnh hoặc tình trạng thông qua kiểm tra và phân tích. (synonyms: identification, discernment)",,,,,Từ vựng nâng cao: Sức khỏe
"Dịch bệnh; sự bùng phát của một bệnh trong một cộng đồng tại một thời điểm cụ thể. (synonyms: outbreak, surge)",,,,,Từ vựng nâng cao: Sức khỏe
"Vệ sinh; các biện pháp và nguyên tắc duy trì sức khỏe và phòng ngừa bệnh tật. (synonyms: cleanliness, sanitation)",,,,,Từ vựng nâng cao: Sức khỏe
"The subjects and content taught in a course or school (syllabus, educational program).",,,,,Từ vựng nâng cao: Giáo dục
"The science or art of teaching and education (teaching method, instructional technique).",,,,,Từ vựng nâng cao: Giáo dục
"The ability to read and write; a level of knowledge in a particular field (reading and writing skills, competence).",,,,,Từ vựng nâng cao: Giáo dục
"Relating to training for a job or the skills needed for a particular profession (occupational, professional).",,,,,Từ vựng nâng cao: Giáo dục
"Financial aid for study; intensive academic study (grant, academic study).",,,,,Từ vựng nâng cao: Giáo dục
"Considering the whole rather than the parts; comprehensive (comprehensive, integrated).",,,,,Từ vựng nâng cao: Giáo dục
"Required by law or rule; obligatory (mandatory, obligatory).",,,,,Từ vựng nâng cao: Giáo dục
"A branch of knowledge; self-control or adherence to rules (field, subject, control).",,,,,Từ vựng nâng cao: Giáo dục
"Official certification of quality or standards (certification, endorsement).",,,,,Từ vựng nâng cao: Giáo dục
"The act of copying someone else's work or ideas without attribution (copying, infringement).",,,,,Từ vựng nâng cao: Giáo dục
"Sự đổi mới; sự giới thiệu những thứ mới hoặc phương pháp mới. (invention, novelty)",,,,,Từ vựng nâng cao: Công nghệ
"Sự tự động hóa; sử dụng máy móc để thay thế con người trong các quy trình. (mechanization, robotization)",,,,,Từ vựng nâng cao: Công nghệ
"Bảo mật mạng; biện pháp bảo vệ hệ thống mạng khỏi các mối đe dọa kỹ thuật số. (information security, data protection)",,,,,Từ vựng nâng cao: Công nghệ
Trí tuệ nhân tạo; khả năng của máy tính hoặc robot thực hiện các nhiệm vụ thường đòi hỏi trí tuệ con người. (machine intelligence),,,,,Từ vựng nâng cao: Công nghệ
Sự chênh lệch trong việc tiếp cận công nghệ thông tin và truyền thông giữa các nhóm người khác nhau. (technology gap),,,,,Từ vựng nâng cao: Công nghệ
"Sự gián đoạn; sự thay đổi cơ bản trong cách thức hoạt động của một ngành do công nghệ mới xuất hiện. (disturbance, interruption)",,,,,Từ vựng nâng cao: Công nghệ
"Phổ biến khắp nơi; có mặt ở khắp mọi nơi. (omnipresent, pervasive)",,,,,Từ vựng nâng cao: Công nghệ
Công nghệ tạo ra môi trường mô phỏng bằng máy tính mà người dùng có thể tương tác. (simulated environment),,,,,Từ vựng nâng cao: Công nghệ
Tập hợp dữ liệu lớn và phức tạp mà các công cụ xử lý dữ liệu truyền thống không thể xử lý. (large-scale data),,,,,Từ vựng nâng cao: Công nghệ
"Công nghệ sinh học; sử dụng các hệ thống sống và sinh vật để phát triển hoặc tạo ra sản phẩm. (bioengineering, genetic engineering)",,,,,Từ vựng nâng cao: Công nghệ
Nghiên cứu,,,,,Từ vựng nâng cao: Khoa học
Thí nghiệm,,,,,Từ vựng nâng cao: Khoa học
Lý thuyết,,,,,Từ vựng nâng cao: Khoa học
Khám phá,,,,,Từ vựng nâng cao: Khoa học
Khám phá,,,,,Từ vựng nâng cao: Khoa học
Hiện tượng,,,,,Từ vựng nâng cao: Khoa học
Phòng thí nghiệm,,,,,Từ vựng nâng cao: Khoa học
Nhà khoa học,,,,,Từ vựng nâng cao: Khoa học
Di truyền học,,,,,Từ vựng nâng cao: Khoa học
Thiên văn học,,,,,Từ vựng nâng cao: Khoa học
Phát minh,,,,,Từ vựng nâng cao: Khoa học
Quan sát,,,,,Từ vựng nâng cao: Khoa học
Phân tích,,,,,Từ vựng nâng cao: Khoa học
Thuộc về khoa học,,,,,Từ vựng nâng cao: Khoa học
Thực nghiệm,,,,,Từ vựng nâng cao: Khoa học
"Sáng tạo, đổi mới",,,,,Từ vựng nâng cao: Khoa học
Thuộc về lý thuyết,,,,,Từ vựng nâng cao: Khoa học
"Dựa trên kinh nghiệm, thực nghiệm",,,,,Từ vựng nâng cao: Khoa học
Phương pháp khoa học,,,,,Từ vựng nâng cao: Khoa học
Tạo ra đột phá,,,,,Từ vựng nâng cao: Khoa học
Tiến hành thí nghiệm,,,,,Từ vựng nâng cao: Khoa học
Chứng minh lý thuyết,,,,,Từ vựng nâng cao: Khoa học
Công bố phát hiện,,,,,Từ vựng nâng cao: Khoa học
vận động viên,,,,,Từ vựng nâng cao: Thể thao
cuộc thi đấu,,,,,Từ vựng nâng cao: Thể thao
đội,,,,,Từ vựng nâng cao: Thể thao
huấn luyện viên,,,,,Từ vựng nâng cao: Thể thao
trọng tài,,,,,Từ vựng nâng cao: Thể thao
sân vận động,,,,,Từ vựng nâng cao: Thể thao
sự huấn luyện,,,,,Từ vựng nâng cao: Thể thao
nhà vô địch,,,,,Từ vựng nâng cao: Thể thao
trận đấu,,,,,Từ vựng nâng cao: Thể thao
chiến thắng,,,,,Từ vựng nâng cao: Thể thao
thi đấu,,,,,Từ vựng nâng cao: Thể thao
"huấn luyện, tập luyện",,,,,Từ vựng nâng cao: Thể thao
chiến thắng,,,,,Từ vựng nâng cao: Thể thao
thua,,,,,Từ vựng nâng cao: Thể thao
ghi bàn,,,,,Từ vựng nâng cao: Thể thao
"khỏe mạnh, năng động",,,,,Từ vựng nâng cao: Thể thao
chuyên nghiệp,,,,,Từ vựng nâng cao: Thể thao
quyết tâm,,,,,Từ vựng nâng cao: Thể thao
chiến thắng,,,,,Từ vựng nâng cao: Thể thao
tham gia cuộc thi đấu,,,,,Từ vựng nâng cao: Thể thao
thiết lập kỷ lục,,,,,Từ vựng nâng cao: Thể thao
phá kỷ lục,,,,,Từ vựng nâng cao: Thể thao
"giữ dáng, giữ sức khỏe",,,,,Từ vựng nâng cao: Thể thao
tinh thần đồng đội,,,,,Từ vựng nâng cao: Thể thao
chất lượng không khí (độ sạch của không khí),,,,,Chủ đề: Môi trường
tiệt chủng,,,,,Chủ đề: Môi trường
nguy cơ tuyệt chủng,,,,,Chủ đề: Môi trường
biến đổi khí hậu,,,,,Chủ đề: Môi trường
xem “to become extinct”,,,,,Chủ đề: Môi trường
những loài động vật có nguy cơ tuyệt chủng,,,,,Chủ đề: Môi trường
bảo toàn năng lượng để đảm bảo nguồn năng lượng duy trì lâu nhất có thể,,,,,Chủ đề: Môi trường
thân thiện với môi trường,,,,,Chủ đề: Môi trường
khí thải (từ xe cộ),,,,,Chủ đề: Môi trường
những cơn lũ diễn biến nhanh,,,,,Chủ đề: Môi trường
nhiên liệu hóa thạch,,,,,Chủ đề: Môi trường
thế hệ tương lai,,,,,Chủ đề: Môi trường
sống gần với thiên nhiên,,,,,Chủ đề: Môi trường
(hiện tượng) ấm lên toàn cầu,,,,,Chủ đề: Môi trường
công nghiệp nặng,,,,,Chủ đề: Môi trường
hỗ trợ nhân đạo,,,,,Chủ đề: Môi trường
ảnh hưởng tới..,,,,,Chủ đề: Môi trường
mất môi trường sống,,,,,Chủ đề: Môi trường
thảm họa do con người gây ra,,,,,Chủ đề: Môi trường
"thiên tai (động đất, lũ lụt..)",,,,,Chủ đề: Môi trường
môi trường tự nhiên,,,,,Chủ đề: Môi trường
thế giới tự nhiên,,,,,Chủ đề: Môi trường
tràn dầu (trên biển/ đại dương),,,,,Chủ đề: Môi trường
"săn, bắt động vật hoang dã bất hợp pháp",,,,,Chủ đề: Môi trường
mức độ ô nhiễm,,,,,Chủ đề: Môi trường
"nhóm ảnh hưởng, hoạt động để nâng cao nhận thức và cố gắng tác động đến quan điểm và hoạt động của con người và các tổ chức.",,,,,Chủ đề: Môi trường
rác thải độc hại chưa qua xử lí từ quá trình sản xuất,,,,,Chủ đề: Môi trường
bảo tồn thiên nhiên (động thực vật và môi trường sống của chúng),,,,,Chủ đề: Môi trường
